Kabupaten,Prediksi_2025,Prediksi_2026,Prediksi_2027,Prediksi_2028,Prediksi_2029,Prediksi_2030
Minahasa,82.921414165526,83.60432469774175,84.20126052390874,84.78937659516899,85.36106881925554,85.89654912618566
Minahasa Selatan,78.70338831226142,79.31088424346598,80.08463087627871,80.62347118696964,80.99711559075578,81.58776258314876
Minahasa Tenggara,77.07173736307098,77.65352692862557,78.06053684811657,78.54343035210084,79.15354288934469,79.49854626107282
Minahasa Utara,80.74919109866194,81.15402595536654,81.66141100853402,82.19285548037672,82.64953733598023,83.0459332707065
Mojokerto,81.01250755202176,81.64488553632843,82.26673396824124,82.83565246165813,83.42217899553789,84.01648427448097
Morowali,77.94240503741449,78.2602700721152,78.69192029400868,79.14120981376372,79.45908095707449,79.73575387578235
Morowali Utara,75.0780626826902,75.35088269447506,75.58622162983683,75.93413907842019,76.46971814641888,76.97750713522255
Muara Enim,75.43415358785134,75.77152694459839,76.14869898877855,76.69130680527871,77.29666441284259,77.84957533224306
Muaro Jambi,76.77880921338969,77.66190956725877,78.52799911159796,79.33211768926289,80.1450081689484,80.95032517391257
Mukomuko,74.78484947962278,75.28281179629097,75.87549488347759,76.5233039565485,77.16910485524825,77.68815735257638
Muna,75.77061821421805,76.34448984480994,76.90895302011997,77.26636247174808,77.59061242301341,78.20109908769254
Muna Barat,72.86734717080535,73.77633960310658,74.60299276686281,75.39468198874464,76.11414974054672,76.87832973606288
Murung Raya,74.50736909555826,75.00790727228618,75.4769665186719,76.00312396578285,76.5073892780887,77.03769909129139
Musi Banyuasin,74.72499605650016,75.3483471013161,76.07836842890339,76.52247086273012,77.00503180999155,77.65637634338594
Musi Rawas,73.36917966926596,73.79067220644083,74.3233706929891,75.03344409644548,75.59106108101888,76.14020683935027
Musi Rawas Utara,71.58573406455461,72.35267377938209,73.07055234247633,73.66593052490974,74.1682537902345,74.63969627624495
Nabire,75.2396136502779,76.1208477453143,76.79686789908108,77.08977194985854,77.45251658588403,78.22902933104766
Nagan Raya,75.91134537766109,76.5371378671826,77.3845457768903,78.1160118490639,78.67125523623648,79.23847833138468
Nagekeo,71.61523116974352,71.56638762781955,71.83316540449806,72.44225919220221,73.2155746787432,73.61900294597102
Natuna,79.09308688635946,79.77241647841329,80.56021216691192,81.05762535145918,81.80916894153009,82.50775799849242
Nduga,35.973138544637365,36.44285919451688,37.43675169758288,38.548029563921354,39.307319523041485,39.71802394791692
Ngada,73.45650058683837,73.31864558330896,73.78437017643805,74.39179409824757,74.9883686233764,75.05052939287953
Nganjuk,78.97302070238823,79.82286398411468,80.54893651370901,81.1279641007547,81.73076542297524,82.40287352007711
Ngawi,77.84129158941172,78.60005082121512,79.3155933737362,79.98637333474178,80.66191987269006,81.33843417930885
Nias,69.73507956708139,70.87701952853828,72.09793630416084,73.35917155663964,74.53212942046098,75.73983220789403
Nias Barat,68.2780772953417,69.36805723367164,70.07071312883595,71.30638934324922,71.74211718166045,72.7146156356669
Nias Selatan,68.65854779697844,69.4656304980038,70.41067441899223,71.37109366004142,72.09879485321305,72.866070464268
Nias Utara,69.4623824298663,70.11866288823215,70.96009344601116,71.88631251474216,72.84900729460847,73.56732371551357
Nunukan,72.28936251381855,72.74450148342669,73.39673526072724,73.80443647770574,74.58820321211844,74.77884213785065
Ogan Ilir,73.50138795343865,74.15209541194596,74.9327989008024,75.60520208790646,76.1566858897119,76.77060622437631
Ogan Komering Ilir,73.42716307978232,73.94190309188158,74.52197045816565,75.06200099256539,75.61684942001247,76.11607914237244
Ogan Komering Ulu,75.86682165023309,76.35261709031768,76.93744001357952,77.48205654920147,77.94139941113046,78.3811319190714
Ogan Komering Ulu Selatan,71.98951727516142,72.09332634125762,72.25733954929183,72.67871944600785,73.42119064860928,74.36641340900967
Ogan Komering Ulu Timur,75.83176079240397,76.30302157878296,76.9446109722007,77.60095508773541,78.13807705398365,78.6049043595506
Pacitan,75.22598415769184,76.05606516236864,76.82483919488989,77.38924057753297,77.99248312876581,78.73980410198371
Padang Lawas,76.1533476730551,76.88256854904967,77.66527347932413,78.59142728341591,79.43512039662933,80.23871380023415
Padang Lawas Utara,76.6830950611525,77.44246707189807,78.14673418719477,78.88981330110597,79.37630285484668,80.06993285386729
Padang Pariaman,77.06499167783792,77.59825321469148,78.58202547056925,79.36362792855064,79.70965029576473,80.04817235854857
Pakpak Bharat,75.06826789308688,76.04988684325039,76.91247936384183,77.80331301440269,78.67104788431806,79.51374551129054
Pamekasan,72.19881289729256,72.82399610562712,73.26115937049028,73.95493169549023,74.72140453194763,75.20147092885257
Pandeglang,70.57052196165432,71.04699094415096,71.57236561295606,72.17268681705129,72.71075639073366,73.24576807742667
Pangandaran,74.21371923204947,74.57580544214538,74.97787513082106,75.33660992150864,75.66369111717587,75.97106884147074
Pangkajene dan Kepulauan,75.66202368631156,76.30003149495411,77.15311755984345,77.92036480194541,78.63956147798446,79.2350994094072
Paniai,60.508053074814,60.72038780984793,61.332170635218446,61.48744791105955,61.75821373068682,61.861763110035376
Parigi Moutong,71.07420433032291,71.47154904908562,71.94675210681875,72.63807142905752,73.07602012279857,73.41235457912562
Pasaman,72.91631018160255,73.24137080364329,73.90809280635912,74.6644830196701,75.2120025075168,75.68439243048834
Pasaman Barat,75.40036102203743,75.88645999368133,76.62918080834497,77.33355401222204,78.01716663443139,78.70756152077095
Paser,79.81217549037504,80.38529550823283,81.0729915451459,81.7414270261985,82.33862443610451,82.93631105218869
Pasuruan,74.89330454080398,75.48575348170687,76.08975758997246,76.61382996733413,77.1053258992063,77.64193191472927
Pati,78.76059792711081,79.26163104401382,79.88206515833288,80.38089525853803,80.91188287508376,81.35198141416839
Pegunungan Arfak,61.405352993396846,61.81953646553083,62.3889912503735,63.33094016523346,63.85975622509447,64.22917933820672
Pegunungan Bintang,50.58669031417101,51.26846622907697,52.407900895941246,52.75659966077122,53.06989493629327,53.44000888760328
Pekalongan,76.12953612379769,76.78687414705286,77.4369685098196,77.99393381510002,78.40975116704655,78.89949128277439
Pelalawan,78.99814923747238,79.67327621850481,80.2748026305926,80.87185120735444,81.48233206475336,82.06954219901078
Pemalang,72.67137229005927,73.205269412391,73.83308844781538,74.40348389676848,74.96100234445592,75.48999334669543
Penajam Paser Utara,78.46981218189491,79.02011578815156,79.51142757140828,80.12513851527102,80.65676666633246,81.15264325674856
Penukal Abab Lematang Ilir,71.76317077025001,72.48396098494875,73.14514738685385,73.76042422909963,74.33291419975666,74.86255852740626
Pesawaran,72.9936534516228,73.47860600912257,74.05783926955964,74.69223910176137,75.46980414231483,76.16622698519942
Pesisir Barat,70.87513748720538,71.51683862887715,72.13972344864409,72.73915940906384,73.30419327045061,73.83499731392249
Pesisir Selatan,76.50642892042448,76.6295880664913,77.18397934197253,77.94132041911844,78.44304637741547,78.90706944123912
Pidie,76.44140280636734,76.83910984304512,77.30316216316335,77.75428769902723,78.22325805754235,78.63961774918995
Pidie Jaya,79.8739410452912,80.27672576041915,80.70382197029744,81.19099538482362,81.56682626262095,81.97856726885945
Pinrang,77.87402914789148,78.09096985583153,78.68324062843745,79.54094557365119,80.2744153457233,80.68160691004952
Pohuwato,71.85896281593713,72.5944906782326,73.26519641290227,74.01292470276171,74.73214471023964,75.36837736214055
Polewali Mandar,69.71271157240233,70.21030207752389,70.88211964439459,71.58304376944129,72.18170782933953,72.67932789489156
Ponorogo,77.56581528373198,78.37313257243362,78.95686199049962,79.57345107847456,80.26070254871414,80.92312947199048
Poso,77.20051669986829,77.39454553637435,77.71840046834149,78.13213812000066,78.51077584806092,78.79386629514332
Pringsewu,76.96364819843973,77.47741762597092,78.05187520755207,78.63069747469721,79.19058913295171,79.75891801568812
Probolinggo,71.96289817283106,72.51923546175144,73.06505214391831,73.75665321497995,74.32234028355012,74.88474232464313
Pulang Pisau,74.61724380876507,75.08991452053701,75.61992724806731,76.12942244312714,76.61472815508296,77.08516814969433
Pulau Morotai,69.61396850702094,70.31967526209009,71.15628728902233,72.0467491242919,72.84652879416375,73.54551143900963
Pulau Taliabu,66.70115806688003,67.60187267383809,68.22956744008653,68.8116752536818,69.48903458285555,70.08508439031256
Puncak,46.17790060958404,46.65461211792992,47.12443940014563,47.37781823532896,47.63942773826769,48.0066255171704
Puncak Jaya,53.34282359033688,53.7853528658829,54.73501280735875,55.2074753913603,55.466608325407535,55.671171325846316
Purbalingga,74.81111383350651,75.15455197780909,75.72079929712983,76.22490931081819,76.55933918605196,76.88668247844404
Purwakarta,77.18745507172872,77.52365125428413,77.98789818379575,78.48867341298754,78.98754075783806,79.44101194769436
Purworejo,80.07440155254534,80.59964532219765,81.13518658224189,81.74897303501594,82.46682951916019,83.12344136354591
Raja Ampat,69.24724749660149,69.82369405549404,69.9028769213638,70.42838275824091,70.94433428902862,71.0813232996053
Rejang Lebong,77.18554208290844,77.83827998992464,78.68490845578994,79.35800535591213,79.88352039061971,80.49717795950944
Rembang,77.41410362965182,78.102989441822,78.92286100674399,79.59094919290474,80.29947445265995,80.96552121262013
Rokan Hilir,75.346561674642,75.79019794429797,76.48156987744208,77.00422596266867,77.3316995274331,77.68533515057166
Rokan Hulu,75.73877091870752,75.90797558363872,76.44310648790933,77.14133646046216,77.92153115569621,78.05335316700557
Rote Ndao,68.0973335083832,68.33253393640405,68.71185315558589,69.31563756398859,69.9931506475519,70.54456291825274
Sabu Raijua,62.628908437353154,63.14552628185236,63.853070042345074,64.76552087948113,65.4782565561343,66.08765291373277
Sambas,73.14175230009964,73.43538952851311,73.83786013517009,74.35903844222119,74.92603793231568,75.46376589685454
Samosir,77.59332137760505,78.03758743834914,78.74204219399883,79.30024068294684,79.92260734572791,80.47074350006363
Sampang,67.70486276243473,68.19820278097765,68.8059210540288,69.43483584196468,69.93612106946414,70.5820296001266
Sanggau,72.79861564675278,73.37642172150035,73.97166455699751,74.56678392371698,75.13335218447938,75.6681324195177
Sarmi,71.074116459771,71.41807200921032,72.12388965185451,72.9977076806939,73.85669143037109,74.70624496865324
Sarolangun,76.82234926695828,77.40724507037538,78.11450110711873,78.8833799263191,79.4791634686677,80.11448064687768
Sekadau,71.49804738377146,71.80065032707047,72.48318321760942,73.34413208964217,74.21461658714125,74.76530444958345
Seluma,73.16349786018972,73.5150794155365,74.06209253137217,74.60904786807724,75.17174476925858,75.76153612273166
Semarang,80.27446770720218,80.42052771290555,80.6193175962645,80.92988393029115,81.46099861670136,81.86764726238461
Seram Bagian Barat,72.25243576592803,72.86056856932741,73.54651613154932,74.41662768982525,75.09406185887148,75.71738359468715
Seram Bagian Timur,69.91855830002716,70.54757259947634,71.02717679413004,71.4711910745605,71.95563710867123,72.38818930721756
Serang,73.13909414953083,73.7516299076275,74.43559619417148,75.09311468166062,75.73141700792317,76.36839123186604
Serdang Bedagai,76.99483388974856,77.33351987018733,77.92731920084279,78.46090577581454,79.08697668236854,79.66578757111674
Seruyan,73.18741531214042,73.69166515137034,74.05674424615479,74.34123433624617,74.58534814203232,74.8696262108186
Siak,80.2334497603346,80.59811208247663,80.98290389989488,81.34782799494933,81.6829935758577,81.9969600338417
Siau Tagulandang Biaro,75.47012718443771,76.10638100352632,76.7058054449569,77.66207457203738,78.41519107482841,79.02092753858462
Sidenreng Rappang,77.55577538415073,77.97772393866681,78.57283309971655,79.18108758931017,79.64766947069363,80.03819659249793
Sidoarjo,87.75086632307048,88.29469194104597,88.82466918901743,89.24672934913993,89.88567831760614,90.43980095301744
Sigi,74.69217414700593,74.9907879002095,75.4737751433799,76.23374864734032,76.90710903967884,77.30516511047783
Sijunjung,74.28280377865747,74.74439544404922,75.50818233806515,76.29744931258199,76.85027819730414,77.28975647622948
Sikka,70.9536128322763,71.45462593382425,72.015862584149,72.71625319262091,73.37300899049136,73.84107160252917
Simalungun,79.68654576125807,79.98871795408601,80.28241192714367,80.90328172299324,81.47539671698071,81.94035739736631
Simeulue,73.29587436489281,74.06806248170125,74.84308255466844,75.64553101424771,76.40448187356212,77.14138933337533
Sinjai,73.36517065779441,73.96762407007267,74.57887655419928,75.10125911074748,75.55157916044172,76.13983190566523
Sintang,73.81667671970624,74.66699519481273,75.5105896909803,76.25925400341389,76.90106977695979,77.6597145958862
Situbondo,73.72139497209052,74.15885216800558,74.67521780999166,75.48015834608243,76.19684528572272,76.88178690384325
Sleman,91.42211638440284,92.16290915992664,92.6612050312327,92.77244123168988,93.0190835246856,93.19975520892602
Solok,74.98812902132556,75.50831558104593,76.14603082933758,76.58652234087555,76.96122550857824,77.43703594737838
Solok Selatan,75.90297160775778,76.24604215668629,76.7246744778174,77.45781417429359,78.26347453402745,78.86207059473527
Soppeng,75.87567005801358,76.32866501803996,76.90108456343421,77.6599094099538,78.43155126432667,79.07186169948275
Sorong,71.25441950189553,71.81687986445651,72.56420504741827,72.89878158669904,73.19642775562993,73.64541656539559
Sorong Selatan,67.12379419176531,67.58017691829691,67.76704455998302,68.028758696444,68.49670854527389,68.70766166444376
Sragen,80.32223990718913,80.63118473669738,81.1878573586353,81.64687089846753,82.12316651501911,82.546283565346
Subang,75.84376219964098,76.08004005283972,76.5575444686617,77.27637781806256,78.02845816375445,78.70076111185159
Sukabumi,72.87419126715146,73.3812870539939,74.06659445482877,74.6076450057427,75.02764506587796,75.46222326031365
Sukamara,74.37949706911479,74.90566168009467,75.32244744573768,75.75322140484869,76.18356117324066,76.55289018085341
Sukoharjo,84.53200313625011,85.09308739587111,85.90578403444337,86.58765433783788,87.07870201177924,87.58985048762797
Sumba Barat,69.6003268704983,69.9906074239441,70.51456507611582,71.16660182445867,71.95136006710952,72.55246661023627
Sumba Barat Daya,68.03052087138956,68.53441291159268,68.91044045507151,69.64456534494616,70.16150705211291,70.54645622997965
Sumba Tengah,68.49202923386756,69.03692458910479,69.7686775293015,70.5870071441557,71.32490972848767,72.3038851330606
Sumba Timur,71.6645410681945,72.12464487659355,72.69757796337522,73.31347500171056,73.94962910541649,74.52581210252343
Sumbawa,74.87739494776562,75.51096605323481,76.27764625642664,77.00671917632793,77.63419589816226,78.21605238882556
Sumbawa Barat,78.56055015237517,79.22074545067986,79.83251982904517,80.43748915083232,81.01237103925,81.55897522471786
Sumedang,78.27937839973048,78.55680098753594,79.43257757835453,79.97434432336829,80.48646760107363,80.8166393385264
Sumenep,72.96677489173528,73.73039279838285,74.49868605065346,75.25350299417639,75.99773640966546,76.74158067756458
Supiori,68.83394770715903,69.20545553212345,70.04088380322261,71.0137103909822,71.66167399319455,71.9566937715677
Tabalong,79.22149429050067,79.87877922684612,80.59639175156147,81.15829453492361,81.75413088274497,82.40670554628939
Tabanan,83.94127181991874,84.66527848825059,85.11597301349028,85.64879753544379,86.23503182953039,86.94479048959033
Takalar,73.59493875554277,74.17482097374936,74.8108838947639,75.39682994530149,75.97760681779972,76.55347664239949
Tambrauw,57.83508620900228,58.94975514170654,59.68406427238283,59.976131479062175,60.467988155729365,61.16856190651336
Tana Tidung,73.64819618754812,74.32318491123412,75.23501307231199,75.6987881621149,76.53725006916862,76.34597435942172
Tana Toraja,76.22010485362097,77.1407630790706,77.92077026158191,78.4950417086551,79.4918903515814,80.16151223101224
Tanah Bumbu,77.39099753946651,77.91911205062222,78.42445870229946,79.05412478447695,79.59205735114534,80.1045210100671
Tanah Datar,79.41653922441158,79.8231011251763,80.76977026714916,81.49488552706848,82.12159574746839,82.72948441739351
Tanah Laut,75.7995183321575,76.244350287026,76.82479600692291,77.33428004507246,77.85269621071998,78.29571862063003
Tangerang,78.83249762922696,79.2183202188675,79.84158725455279,80.4094631982303,80.93421809941124,81.5116634084239
Tanggamus,72.6804231089399,73.18153334696308,73.72980767451484,74.30202735424528,74.8509529179667,75.3828303474511
Tanjung Jabung Barat,74.26952307005536,74.86307009180733,75.47713199216925,76.04439053697251,76.62020266386722,77.20576926287535
Tanjung Jabung Timur,72.06463346231058,73.0305198674813,74.02702050028256,75.00950097794362,75.96658748805241,76.93988921041682
Tapanuli Selatan,76.44223402348686,76.8899441870426,77.42333915600777,77.98705080914095,78.55660755860814,79.09796965620816
Tapanuli Tengah,75.76035598072475,76.40784193708197,77.04506497644263,77.6644203140305,78.17997230094223,78.74660074334243
Tapanuli Utara,79.938829526555,80.36737887592368,80.78789185429638,81.22156646485135,81.73078521052116,82.2017230814389
Tapin,76.78175406964614,77.23380185596135,78.07529981860758,78.84243905327027,79.2515870234982,79.57565687510645
Tasikmalaya,72.4480771399976,72.88854202567823,73.69785743558047,74.63475048464582,75.28876127183128,75.71566170459445
Tebo,75.8769239579184,76.55032444533012,77.20064277431804,77.84472615266309,78.47131066266468,79.08056883337069
Tegal,75.15710279514946,75.92521174447118,76.58493568110323,77.20243338986457,77.88814062751072,78.56833384453724
Teluk Bintuni,70.56723667871097,71.10312935536079,71.77414317847278,72.50433698183213,73.1746089081768,73.78298213693239
Teluk Wondama,65.71046456676507,65.9803467440113,66.40694119129674,67.10244354295702,67.86002401667467,68.48690858510307
Temanggung,76.38996179640802,77.0990542651975,77.68188482806175,78.2540935822877,78.77578322539914,79.38305303682306
Timor Tengah Selatan,67.89846058868785,68.08368795472896,68.43144000428832,69.11133391882775,69.87921669152995,70.44842977305471
Timor Tengah Utara,69.63335924843376,70.09578484053137,70.84339916994101,71.60083501561682,72.1689205760407,72.64777225232883
Toba Samosir / Toba,81.7591034330013,82.22330394502684,82.76924825083925,83.2522078929147,83.6993224366347,84.15874069636133
Tojo Una-Una,70.71263618885494,71.23868705756014,72.138529639151,72.79983360014589,73.20433350375876,73.62040736597481
Toli-Toli,72.78497235841773,73.31494193008392,74.07119872077699,74.77426118069786,75.6022739104747,76.23015632707117
Tolikara,52.9341514931951,53.11320381495016,53.71057170089233,54.397933429384764,54.61162568458408,54.5129209894074
Toraja Utara,76.34933742351839,76.99973058132831,77.6995043534831,78.44207280391433,79.03153071900353,79.57820697011512
Trenggalek,77.1634422390069,78.13878285109122,78.72843099881682,79.40649186509494,80.30170401100402,81.04732082458406
Tuban,75.80288151629225,76.57928100922621,77.3677554829233,78.13783675713943,78.89779749258246,79.64923680474588
Tulang Bawang Barat,72.55585381436073,72.9192024661263,73.69933135093925,74.42001733557159,75.05346017671985,75.49187784510511
Tulangbawang,74.76937459913668,75.32456225284952,75.91982336006716,76.52443964070713,77.0234127476988,77.46683853954008
Tulungagung,80.0226360488982,80.69725137586609,81.34936684499507,81.87969905588183,82.4829897149189,83.11574426902129
Wajo,75.44931068625178,75.76324411682249,76.42032061102228,77.13350764248347,77.80380273057408,78.27107807225032
Wakatobi,76.3674691517839,76.84574682446049,77.3683765630223,77.88586666197956,78.42407262465616,78.89177485450116
Waropen,70.51775817173178,70.42907567180758,70.63007407047719,71.21675444314342,71.82671383975573,72.12192852354498
Way Kanan,73.50926320251284,74.01392178149297,74.571210696104,75.11718899814143,75.6631057448103,76.17715872737641
Wonogiri,76.98718639812967,77.61050498670008,78.42422866543558,79.01978194999583,79.50651780621466,80.07654913755701
Wonosobo,73.81674066942782,74.051554799027,74.43074930329915,74.83672257280767,75.22711480990009,75.54729447043346
Yahukimo,53.038648155112654,52.993711454901444,53.576081376956836,54.119783611517775,54.15155013225725,53.91442741532176
Yalimo,52.44201950515308,53.319895948357825,53.968519634049485,54.74455643143384,55.190273298050734,55.65338155184846
